S_ID,ID,GENDER,Customer Type,AGE,Type of Travel,CLASS,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,CLEANLINESS,Departure Delay in Minutes,Arrival Delay in Minutes,SATISFACTION
611,57121,Male,Loyal Customer,50,Business travel,Business,2350,3,1,1,1,4,4,3,3,3,3,3,3,3,1,0,0,neutral or dissatisfied
612,15260,Female,disloyal Customer,11,Business travel,Eco,529,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15,neutral or dissatisfied
613,97911,Male,disloyal Customer,25,Business travel,Business,483,0,4,0,4,5,0,5,5,4,4,5,5,5,5,0,0,satisfied
614,115837,Male,disloyal Customer,22,Business travel,Eco,480,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4,neutral or dissatisfied
615,28457,Male,Loyal Customer,43,Personal Travel,Eco,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0,satisfied
616,104313,Female,Loyal Customer,41,Business travel,Business,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
617,39072,Female,disloyal Customer,40,Business travel,Business,384,3,3,3,4,2,3,2,2,1,1,4,3,4,2,0,6,neutral or dissatisfied
618,128176,Female,Loyal Customer,20,Business travel,Business,1788,1,2,5,2,1,2,1,1,2,2,3,4,4,1,25,12,neutral or dissatisfied
619,112243,Male,Loyal Customer,43,Business travel,Business,1506,3,2,3,3,5,5,5,4,2,5,4,5,5,5,173,175,satisfied
620,24065,Female,Loyal Customer,50,Business travel,Eco Plus,427,4,5,5,5,5,4,1,4,4,4,4,4,4,1,38,23,satisfied
621,12170,Female,disloyal Customer,24,Business travel,Eco,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0,neutral or dissatisfied
622,5803,Male,disloyal Customer,32,Business travel,Business,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
623,17005,Male,Loyal Customer,47,Business travel,Business,3349,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0,satisfied
624,9072,Female,disloyal Customer,28,Business travel,Eco,160,4,2,4,4,1,4,1,1,2,4,3,1,4,1,52,44,neutral or dissatisfied
625,56156,Female,Loyal Customer,23,Business travel,Business,1400,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6,satisfied
626,49879,Male,Loyal Customer,38,Business travel,Business,2027,3,3,3,3,5,1,1,4,4,4,4,2,4,1,124,111,satisfied
627,78234,Male,Loyal Customer,53,Business travel,Business,1741,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
628,23979,Male,Loyal Customer,52,Business travel,Business,3092,1,1,1,1,2,4,5,4,4,4,4,5,4,3,7,16,satisfied
629,113199,Female,disloyal Customer,20,Business travel,Business,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0,satisfied
630,73887,Female,Loyal Customer,43,Business travel,Business,2585,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0,satisfied
631,68000,Female,Loyal Customer,40,Business travel,Business,304,0,0,0,3,3,5,5,1,1,1,1,4,1,4,0,0,satisfied
632,69413,Male,Loyal Customer,43,Business travel,Business,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
633,26761,Male,Loyal Customer,34,Personal Travel,Eco,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88,neutral or dissatisfied
634,64701,Female,Loyal Customer,37,Business travel,Business,3969,1,3,3,3,5,3,3,4,4,4,1,3,4,3,27,61,neutral or dissatisfied
635,36377,Female,Loyal Customer,61,Business travel,Business,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0,neutral or dissatisfied
636,25233,Female,Loyal Customer,29,Personal Travel,Eco,925,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3,satisfied
637,36416,Female,disloyal Customer,41,Business travel,Business,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0,satisfied
638,71469,Female,Loyal Customer,28,Personal Travel,Eco Plus,867,4,4,4,4,5,4,5,5,4,3,5,4,4,5,30,13,neutral or dissatisfied
639,26626,Female,Loyal Customer,58,Business travel,Eco,515,2,3,3,3,1,2,3,2,2,2,2,2,2,2,5,27,neutral or dissatisfied
640,72406,Male,Loyal Customer,50,Business travel,Eco,964,1,1,1,1,1,1,1,1,4,2,4,2,4,1,93,99,neutral or dissatisfied
641,79582,Male,Loyal Customer,46,Business travel,Business,762,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0,satisfied
642,55969,Female,Loyal Customer,28,Business travel,Business,1620,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0,satisfied
643,85246,Male,Loyal Customer,61,Personal Travel,Eco,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0,satisfied
644,75174,Female,Loyal Customer,27,Business travel,Eco,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0,neutral or dissatisfied
645,50505,Female,Loyal Customer,43,Personal Travel,Eco,109,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0,neutral or dissatisfied
646,57856,Male,Loyal Customer,34,Personal Travel,Eco,2457,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0,neutral or dissatisfied
647,75346,Male,Loyal Customer,56,Personal Travel,Eco,2615,2,4,2,4,2,3,5,3,3,4,5,5,4,5,0,1,neutral or dissatisfied
648,23259,Male,Loyal Customer,69,Personal Travel,Eco,783,3,5,3,4,2,3,2,2,5,3,5,5,4,2,112,111,neutral or dissatisfied
649,46011,Male,Loyal Customer,62,Personal Travel,Eco Plus,483,2,0,2,4,1,2,5,1,5,4,5,3,5,1,12,25,neutral or dissatisfied
650,53413,Male,Loyal Customer,30,Business travel,Business,2253,5,5,5,5,5,5,5,5,1,3,3,4,1,5,40,42,satisfied
651,123560,Male,disloyal Customer,25,Business travel,Eco,1264,5,5,5,3,2,5,2,2,4,3,3,4,4,2,3,0,satisfied
652,128777,Male,Loyal Customer,53,Business travel,Business,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0,satisfied
653,114619,Male,Loyal Customer,46,Business travel,Business,480,2,2,2,2,2,5,4,4,4,4,4,4,4,3,94,76,satisfied
654,217,Male,Loyal Customer,48,Personal Travel,Eco,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0,neutral or dissatisfied
655,4110,Female,Loyal Customer,46,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6,satisfied
656,78446,Female,disloyal Customer,40,Business travel,Business,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0,satisfied
657,7017,Male,Loyal Customer,39,Personal Travel,Eco,299,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0,neutral or dissatisfied
658,16254,Male,disloyal Customer,22,Business travel,Eco,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0,satisfied
659,45852,Female,Loyal Customer,35,Business travel,Eco Plus,391,5,1,1,1,5,4,5,5,1,1,3,4,3,5,0,0,satisfied
660,64004,Female,Loyal Customer,29,Personal Travel,Eco,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5,neutral or dissatisfied
661,78310,Female,Loyal Customer,33,Business travel,Eco Plus,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0,neutral or dissatisfied
662,127082,Male,disloyal Customer,26,Business travel,Eco,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6,neutral or dissatisfied
663,47006,Female,Loyal Customer,27,Personal Travel,Eco Plus,776,2,1,2,2,4,2,4,4,4,3,2,1,2,4,6,10,neutral or dissatisfied
664,43972,Female,disloyal Customer,24,Business travel,Business,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0,satisfied
665,119682,Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226,satisfied
666,3616,Male,Loyal Customer,47,Business travel,Business,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
667,40304,Female,Loyal Customer,45,Personal Travel,Eco,531,1,3,1,3,3,4,2,2,2,1,2,1,2,4,0,0,neutral or dissatisfied
668,120760,Female,Loyal Customer,39,Business travel,Business,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0,satisfied
669,8115,Male,Loyal Customer,35,Business travel,Business,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0,neutral or dissatisfied
670,36058,Female,Loyal Customer,23,Business travel,Eco,399,4,2,2,2,4,4,1,4,2,3,1,1,2,4,0,0,neutral or dissatisfied
671,58068,Male,Loyal Customer,35,Business travel,Business,589,2,4,1,4,2,3,4,2,2,2,2,1,2,3,44,46,neutral or dissatisfied
672,125757,Male,Loyal Customer,50,Business travel,Business,993,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0,satisfied
673,94659,Female,Loyal Customer,40,Business travel,Eco,192,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0,neutral or dissatisfied
674,97953,Male,Loyal Customer,45,Business travel,Business,483,4,4,4,4,4,1,2,4,4,4,4,2,4,2,128,131,neutral or dissatisfied
675,78114,Female,Loyal Customer,60,Business travel,Business,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
676,77532,Male,Loyal Customer,11,Personal Travel,Eco,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12,neutral or dissatisfied
677,80601,Male,disloyal Customer,38,Business travel,Business,762,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4,satisfied
678,62020,Female,disloyal Customer,26,Business travel,Business,2475,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0,neutral or dissatisfied
679,99600,Female,Loyal Customer,17,Personal Travel,Eco,808,3,5,3,5,5,3,5,5,2,4,4,1,4,5,0,0,neutral or dissatisfied
680,62446,Male,Loyal Customer,40,Business travel,Business,1723,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0,satisfied
681,29914,Female,Loyal Customer,60,Business travel,Eco,123,5,1,1,1,5,2,2,5,5,5,5,1,5,4,0,0,satisfied
682,96450,Female,Loyal Customer,43,Business travel,Business,2825,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10,satisfied
683,107479,Male,Loyal Customer,50,Business travel,Business,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0,satisfied
684,115588,Male,Loyal Customer,46,Business travel,Eco,337,2,3,3,3,2,2,2,2,1,2,4,1,3,2,0,6,neutral or dissatisfied
685,112892,Male,Loyal Customer,29,Business travel,Business,1642,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14,neutral or dissatisfied
686,96804,Male,disloyal Customer,23,Business travel,Business,1041,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1,satisfied
687,98887,Male,Loyal Customer,17,Personal Travel,Eco,991,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0,neutral or dissatisfied
688,58394,Male,disloyal Customer,65,Business travel,Business,473,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33,satisfied
689,17658,Male,disloyal Customer,47,Business travel,Eco,608,4,1,3,3,1,3,4,1,4,1,3,2,3,1,83,45,neutral or dissatisfied
690,51563,Male,Loyal Customer,34,Business travel,Eco,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0,satisfied
691,114287,Male,Loyal Customer,64,Personal Travel,Eco,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21,neutral or dissatisfied
692,95974,Male,Loyal Customer,42,Business travel,Business,3381,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0,satisfied
693,35423,Male,Loyal Customer,53,Personal Travel,Eco,972,3,4,3,2,2,3,2,2,3,3,4,3,5,2,0,0,neutral or dissatisfied
694,98723,Male,Loyal Customer,38,Personal Travel,Eco Plus,834,4,4,3,3,4,3,4,4,5,1,3,2,1,4,92,100,neutral or dissatisfied
695,117443,Female,disloyal Customer,8,Business travel,Eco,1107,4,4,4,3,5,4,5,5,3,3,4,3,5,5,18,5,neutral or dissatisfied
696,47902,Male,Loyal Customer,31,Business travel,Business,3561,1,1,5,1,5,5,5,5,3,3,3,1,3,5,0,4,satisfied
697,84336,Male,Loyal Customer,41,Business travel,Eco,606,1,4,4,4,1,1,1,1,1,4,4,2,4,1,18,2,neutral or dissatisfied
698,35611,Male,Loyal Customer,32,Personal Travel,Eco Plus,1069,1,5,1,1,2,1,5,2,3,2,4,3,4,2,49,31,neutral or dissatisfied
699,787,Female,Loyal Customer,56,Business travel,Business,1707,4,4,4,4,3,4,5,4,4,5,4,3,4,4,7,15,satisfied
700,6164,Male,disloyal Customer,19,Business travel,Eco,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0,neutral or dissatisfied
701,111698,Male,disloyal Customer,25,Business travel,Business,541,2,5,1,3,4,1,3,4,4,5,5,4,4,4,0,0,neutral or dissatisfied
702,51329,Female,disloyal Customer,39,Business travel,Business,421,1,1,1,1,4,1,4,4,1,4,4,4,5,4,0,0,neutral or dissatisfied
703,97195,Male,Loyal Customer,9,Personal Travel,Eco,1390,2,3,2,3,2,2,2,3,3,4,4,2,3,2,270,260,neutral or dissatisfied
704,51306,Female,Loyal Customer,39,Business travel,Eco Plus,266,2,1,4,1,2,2,2,2,1,3,3,4,3,2,49,56,neutral or dissatisfied
705,60876,Female,Loyal Customer,21,Business travel,Business,1062,3,3,3,3,4,5,4,4,3,2,4,4,4,4,17,32,satisfied
706,98658,Male,Loyal Customer,20,Personal Travel,Eco,992,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,7,neutral or dissatisfied
707,79373,Male,Loyal Customer,55,Business travel,Business,502,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,6,satisfied
708,41573,Female,disloyal Customer,69,Personal Travel,Eco,1334,5,4,5,3,4,5,4,4,5,4,4,3,4,4,4,0,satisfied
709,17698,Female,Loyal Customer,25,Business travel,Business,854,2,2,2,2,5,4,5,5,2,5,2,1,3,5,9,0,satisfied
710,9064,Male,Loyal Customer,69,Business travel,Business,173,1,3,3,3,1,2,2,3,3,3,1,4,3,1,0,0,neutral or dissatisfied
711,109937,Female,Loyal Customer,67,Personal Travel,Eco,1033,3,5,3,4,2,4,5,2,2,3,5,3,2,5,37,22,neutral or dissatisfied
712,91986,Male,Loyal Customer,33,Business travel,Business,236,1,3,3,3,1,1,1,1,4,1,4,1,4,1,2,0,neutral or dissatisfied
713,85593,Male,Loyal Customer,39,Business travel,Business,1685,0,0,0,1,2,2,5,3,3,3,3,1,3,4,0,5,satisfied
714,127131,Female,Loyal Customer,17,Personal Travel,Eco,647,2,2,2,4,2,2,2,2,2,1,3,4,4,2,6,0,neutral or dissatisfied
715,72336,Female,Loyal Customer,39,Business travel,Business,2088,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0,satisfied
495,73793,Male,Loyal Customer,30,Business travel,Eco Plus,204,2,5,5,5,2,2,2,2,3,5,4,2,4,2,105,93,neutral or dissatisfied
496,36093,Female,Loyal Customer,40,Personal Travel,Eco,399,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0,neutral or dissatisfied
497,66777,Female,Loyal Customer,29,Personal Travel,Eco Plus,802,2,3,2,4,2,2,2,2,3,2,4,4,3,2,0,0,neutral or dissatisfied
498,91068,Male,Loyal Customer,68,Personal Travel,Eco,406,3,3,3,2,3,3,3,3,5,3,3,4,5,3,0,0,neutral or dissatisfied
499,120574,Female,Loyal Customer,53,Business travel,Eco Plus,676,2,5,5,5,5,4,4,2,2,2,2,1,2,3,0,0,neutral or dissatisfied